file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\facet_basics\src\main\java\org\intellij\sdk\facet\DemoFacet.java,org.intellij.sdk.facet.DemoFacet,class,3,4,1,3,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\settings\src\main\java\org\intellij\sdk\settings\AppSettingsState.java,org.intellij.sdk.settings.AppSettingsState,class,6,8,2,6,3,1,0,3,3,1,0,0,3,1,3,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,13,2,0,0,0,0,3,0,2,0,2,0,0,0,0,31,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\action_basics\src\main\java\org\intellij\sdk\action\CustomDefaultActionGroup.java,org.intellij.sdk.action.CustomDefaultActionGroup,class,3,3,0,3,2,2,0,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,1,0,0,0,0,40,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\run_configuration\src\main\java\org\jetbrains\sdk\runConfiguration\DemoRunConfiguration.java,org.jetbrains.sdk.runConfiguration.DemoRunConfiguration,class,14,18,4,14,7,2,0,4,21,0,0,0,7,0,5,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,0,1,0,0,23,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\max_opened_projects\src\main\java\org\intellij\sdk\maxOpenProjects\ProjectOpenCloseListener.java,org.intellij.sdk.maxOpenProjects.ProjectOpenCloseListener,class,4,4,0,4,5,1,0,10,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,0,3,0,4,1,4,1,0,0,0,36,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\psi\impl\SimplePsiImplUtil.java,org.intellij.sdk.language.psi.impl.SimplePsiImplUtil,class,7,9,2,7,10,1,0,10,15,0,0,0,6,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,56,9,0,4,0,0,2,0,6,0,6,1,1,0,0,24,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\comparing_string_references_inspection\src\main\java\org\intellij\sdk\codeInspection\ComparingStringReferencesInspection.java,org.intellij.sdk.codeInspection.ComparingStringReferencesInspection,class,8,9,1,8,1,2,0,0,0,1,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,63,1,0,0,0,0,0,0,1,0,1,0,1,1,0,75,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_model\src\main\java\org\intellij\sdk\project\model\ModificationAction.java,org.intellij.sdk.project.model.ModificationAction,class,9,9,0,9,10,2,0,12,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,6,0,1,0,0,8,0,8,2,0,0,0,22,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\max_opened_projects\src\main\java\org\intellij\sdk\maxOpenProjects\ProjectCountingService.java,org.intellij.sdk.maxOpenProjects.ProjectCountingService,class,1,2,1,1,5,1,0,0,0,0.33333334,1,1,3,0,3,0,0,0,3,0,0,0,2,1,0,2,0,0,1,0,0,15,1,0,0,0,0,0,3,2,0,2,1,0,0,0,42,17,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\action_basics\src\main\java\org\intellij\sdk\action\PopupDialogAction.java,org.intellij.sdk.action.PopupDialogAction,class,6,7,1,6,6,2,0,12,6,0,0,0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,22,0,0,2,0,0,2,0,5,1,5,1,0,0,0,97,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\editor_basics\src\main\java\org\intellij\sdk\editor\EditorHandlerIllustration.java,org.intellij.sdk.editor.EditorHandlerIllustration,class,7,7,0,7,4,2,0,13,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,0,0,7,0,6,1,0,0,0,45,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\psi\impl\SimplePsiImplUtil.java,org.intellij.sdk.language.psi.impl.SimplePsiImplUtil$Anonymous1,anonymous,3,3,0,3,4,1,0,4,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,1,0,0,0,1,1,0,1,0,0,0,0,11,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleColorSettingsPage.java,org.intellij.sdk.language.SimpleColorSettingsPage,class,8,8,0,8,7,1,0,0,21,0.85714287,0,0,7,0,7,0,0,0,7,0,0,0,1,1,0,1,0,0,1,0,0,24,7,0,0,0,0,17,0,1,1,1,0,0,0,0,63,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_view_pane\src\main\java\org\intellij\sdk\view\pane\ImagesProjectViewPane.java,org.intellij.sdk.view.pane.ImagesProjectViewPane,class,12,12,0,12,10,2,0,0,43,0.8,0.022222223,0.022222223,10,0,5,0,5,0,10,0,0,0,1,1,1,0,0,0,1,0,0,57,8,0,0,0,0,3,1,1,0,1,0,3,0,0,36,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\settings\src\main\java\org\intellij\sdk\settings\AppSettingsConfigurable.java,org.intellij.sdk.settings.AppSettingsConfigurable,class,5,5,0,5,8,1,0,8,0,0.14285715,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,3,32,4,0,1,0,0,1,0,9,0,5,0,0,0,0,30,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleStructureViewFactory.java,org.intellij.sdk.language.SimpleStructureViewFactory$Anonymous1,anonymous,5,5,0,5,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\comparing_string_references_inspection\src\main\java\org\intellij\sdk\codeInspection\ComparingStringReferencesInspection.java,org.intellij.sdk.codeInspection.ComparingStringReferencesInspection$Anonymous1,anonymous,9,9,0,9,13,1,0,13,3,0,NaN,NaN,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,30,5,0,5,0,3,2,0,5,0,5,2,0,0,0,53,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\psi\SimpleElementType.java,org.intellij.sdk.language.psi.SimpleElementType,class,3,4,1,3,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleLanguage.java,org.intellij.sdk.language.SimpleLanguage,class,2,5,3,2,1,2,0,0,0,1,-1,-1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,9,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\comparing_string_references_inspection\src\main\java\org\intellij\sdk\codeInspection\InspectionBundle.java,org.intellij.sdk.codeInspection.InspectionBundle,class,6,10,4,6,2,2,0,1,0,0.25,NaN,NaN,2,1,1,1,0,0,1,0,0,0,2,2,1,1,0,0,2,0,0,10,1,0,0,0,0,1,0,2,0,2,0,0,0,0,15,17,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\conditional_operator_intention\src\main\java\org\intellij\sdk\intention\ConditionalOperatorConverter.java,org.intellij.sdk.intention.ConditionalOperatorConverter,class,21,21,0,21,19,2,0,30,10,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,83,12,2,9,0,3,6,2,27,4,20,3,0,0,0,174,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleSyntaxHighlighterFactory.java,org.intellij.sdk.language.SimpleSyntaxHighlighterFactory,class,6,6,0,6,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\tool_window\src\main\java\org\intellij\sdk\toolWindow\MyToolWindowFactory.java,org.intellij.sdk.toolWindow.MyToolWindowFactory,class,7,7,0,7,1,1,0,5,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,3,0,3,0,0,0,0,15,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_model\src\main\java\org\intellij\sdk\project\model\ShowSourceRootsActions.java,org.intellij.sdk.project.model.ShowSourceRootsActions,class,5,5,0,5,5,2,0,12,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,20,1,1,2,0,0,4,0,5,1,5,1,0,0,0,27,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleCodeStyleSettingsProvider.java,org.intellij.sdk.language.SimpleCodeStyleSettingsProvider,class,11,12,1,11,3,3,0,1,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,0,1,0,0,0,0,0,1,1,0,14,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\settings\src\main\java\org\intellij\sdk\settings\AppSettingsComponent.java,org.intellij.sdk.settings.AppSettingsComponent,class,4,5,1,4,7,1,0,9,1,0.5714286,0.47619048,1,7,0,7,0,0,0,7,0,0,0,3,0,0,3,0,0,3,0,0,26,4,0,0,0,0,2,3,3,0,3,0,0,0,0,32,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\facet_basics\src\main\java\org\intellij\sdk\facet\DemoFacetEditorTab.java,org.intellij.sdk.facet.DemoFacetEditorTab,class,7,8,1,7,7,2,0,9,0,0.44444442,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,3,1,0,3,0,0,3,0,0,35,3,0,0,1,0,1,0,6,0,6,1,0,0,0,110,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleRefactoringSupportProvider.java,org.intellij.sdk.language.SimpleRefactoringSupportProvider,class,5,5,0,5,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleCodeStyleSettings.java,org.intellij.sdk.language.SimpleCodeStyleSettings,class,2,3,1,2,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\framework_basics\src\main\java\org\intellij\sdk\framework\DemoFramework.java,org.intellij.sdk.framework.DemoFramework,class,4,5,1,4,4,2,0,0,6,0.75,0,0,4,0,3,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0,0,33,3,0,0,0,0,2,0,1,0,1,0,1,0,0,24,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleSyntaxHighlighter.java,org.intellij.sdk.language.SimpleSyntaxHighlighter,class,6,8,2,6,7,2,0,2,1,0.5,0,0,2,0,2,0,0,0,2,0,0,0,11,11,5,6,0,0,11,0,0,34,7,0,0,0,0,5,1,11,0,11,1,0,0,0,37,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\psi\SimpleNamedElement.java,org.intellij.sdk.language.psi.SimpleNamedElement,interface,1,4,3,1,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\framework_basics\src\main\java\org\intellij\sdk\framework\DemoFramework.java,org.intellij.sdk.framework.DemoFramework$Anonymous1,anonymous,7,7,0,7,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,1,0,0,16,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\module\src\main\java\org\intellij\sdk\module\DemoModuleBuilder.java,org.intellij.sdk.module.DemoModuleBuilder,class,9,10,1,9,3,2,0,1,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleParserDefinition.java,org.intellij.sdk.language.SimpleParserDefinition,class,16,17,1,16,7,1,0,1,21,0.85714287,0,0,7,0,7,0,0,0,7,0,0,0,1,1,1,0,0,0,1,0,1,24,7,0,0,0,0,0,0,1,0,1,0,0,0,0,32,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\framework_basics\src\main\java\org\intellij\sdk\framework\DemoFramework.java,org.intellij.sdk.framework.DemoFramework$Anonymous1$Anonymous2,anonymous,3,3,0,3,2,1,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\run_configuration\src\main\java\org\jetbrains\sdk\runConfiguration\DemoConfigurationFactory.java,org.jetbrains.sdk.runConfiguration.DemoConfigurationFactory,class,8,9,1,8,4,2,0,0,6,0,0,0,4,0,3,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,1,0,0,0,0,0,0,0,0,16,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleReferenceContributor.java,org.intellij.sdk.language.SimpleReferenceContributor$Anonymous1,anonymous,7,7,0,7,4,1,0,3,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,1,0,1,0,2,3,3,3,1,0,0,0,32,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\conditional_operator_intention\src\test\testData\before.template.java,X,class,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\gen\org\intellij\sdk\language\psi\SimpleProperty.java,org.intellij.sdk.language.psi.SimpleProperty,interface,4,24,20,4,6,1,0,0,15,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_model\src\main\java\org\intellij\sdk\project\model\ProjectFileIndexSampleAction.java,org.intellij.sdk.project.model.ProjectFileIndexSampleAction,class,9,9,0,9,8,2,0,16,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0,6,0,0,10,0,15,2,15,1,0,0,0,38,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleAnnotator.java,org.intellij.sdk.language.SimpleAnnotator,class,9,9,0,9,6,1,0,18,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,2,0,1,27,2,0,1,0,2,3,2,9,4,9,1,0,0,0,37,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_model\src\main\java\org\intellij\sdk\project\model\ProjectSdkAction.java,org.intellij.sdk.project.model.ProjectSdkAction,class,5,5,0,5,5,2,0,9,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,4,0,0,3,0,6,1,6,2,0,0,0,20,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\run_configuration\src\main\java\org\jetbrains\sdk\runConfiguration\DemoRunConfigurationOptions.java,org.jetbrains.sdk.runConfiguration.DemoRunConfigurationOptions,class,2,5,3,2,2,2,0,4,0,0,1,1,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,11,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_model\src\main\java\org\intellij\sdk\project\model\LibrariesAction.java,org.intellij.sdk.project.model.LibrariesAction,class,12,12,0,12,16,2,0,17,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,63,6,2,8,0,2,5,2,15,2,14,4,0,0,0,34,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_view_pane\src\main\java\org\intellij\sdk\view\pane\ImagesProjectViewPane.java,org.intellij.sdk.view.pane.ImagesProjectViewPane$Anonymous3,anonymous,0,0,0,0,1,1,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\comparing_string_references_inspection\src\test\java\org\intellij\sdk\codeInspection\ComparingStringReferencesInspectionTest.java,org.intellij.sdk.codeInspection.ComparingStringReferencesInspectionTest,class,8,9,1,8,5,2,0,13,10,0.8,0,0,5,0,2,0,3,0,5,0,0,0,1,1,0,1,0,0,1,0,1,26,1,0,0,0,0,8,0,3,2,3,0,0,0,0,83,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_view_pane\src\main\java\org\intellij\sdk\view\pane\ImagesProjectViewPane.java,org.intellij.sdk.view.pane.ImagesProjectViewPane$Anonymous1,anonymous,0,0,0,0,3,1,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,9,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\project_view_pane\src\main\java\org\intellij\sdk\view\pane\ImagesProjectViewPane.java,org.intellij.sdk.view.pane.ImagesProjectViewPane$Anonymous2,anonymous,4,4,0,4,2,1,0,0,1,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\editor_basics\src\main\java\org\intellij\sdk\editor\EditorIllustrationAction.java,org.intellij.sdk.editor.EditorIllustrationAction,class,7,7,0,7,4,2,0,15,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,1,0,8,0,8,0,0,0,1,48,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\psi_demo\src\main\java\org\intellij\sdk\psi\PsiNavigationDemoAction.java,org.intellij.sdk.psi.PsiNavigationDemoAction$Anonymous1,anonymous,1,1,0,1,1,1,0,4,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\editor_basics\src\main\java\org\intellij\sdk\editor\EditorAreaIllustration.java,org.intellij.sdk.editor.EditorAreaIllustration,class,9,9,0,9,4,2,0,12,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,2,0,0,4,0,9,1,9,0,0,0,0,55,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\module\src\main\java\org\intellij\sdk\module\DemoModuleWizardStep.java,org.intellij.sdk.module.DemoModuleWizardStep,class,1,2,1,1,2,2,0,0,1,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\run_configuration\src\main\java\org\jetbrains\sdk\runConfiguration\DemoRunConfigurationType.java,org.jetbrains.sdk.runConfiguration.DemoRunConfigurationType,class,4,4,0,4,5,1,0,0,10,0.8,0,0,5,0,5,0,0,0,5,0,0,0,1,1,0,0,0,1,1,0,0,18,5,0,0,0,0,3,0,1,0,1,0,0,0,0,16,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\test\java\org\intellij\sdk\language\SimpleCodeInsightTest.java,org.intellij.sdk.language.SimpleCodeInsightTest,class,8,9,1,8,11,2,0,37,45,0,0,0,10,0,9,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,61,1,0,1,0,0,31,2,12,2,9,1,0,0,1,71,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleSpellcheckingStrategy.java,org.intellij.sdk.language.SimpleSpellcheckingStrategy,class,8,8,0,8,3,4,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,1,0,2,0,22,1,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\simple_language_plugin\src\main\java\org\intellij\sdk\language\SimpleSpellcheckingStrategy.java,org.intellij.sdk.language.SimpleSpellcheckingStrategy$SimplePropertyTokenizer,innerclass,6,6,0,6,5,2,0,8,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,4,6,0,6,1,0,0,0,17,10,0
D:\BilalModel\bilal\OOP\Ijaz\intellij-sdk-docs\code_samples\action_basics\src\main\java\org\intellij\sdk\action\DynamicActionGroup.java,org.intellij.sdk.action.DynamicActionGroup,class,5,5,0,5,1,2,0,0,0,0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,57,1,0
